新闻id,时间,标题,内容,链接
4ba1cdac30647498,2026-05-18 09:57:59,,Hyperliquid 上线 SpaceX Pre-IPO 永续合约，初始参考价 150 美元 PANews在 X（原Twitter）表示，Hyperliquid 上线了 SpaceX Pre-IPO 永续合约（SPCX），初始参考价为 150 美元，对应全稀释市值约 1.78 万亿美元。SPCX 追踪的是市场对 SpaceX 普通股的隐含预期价格，而 SpaceX 目前仍未上市。,https://www.binance.com/zh-CN/square/post/324314231769218
91871cc25b46b2a0,2026-05-18 09:55:29,,鲸鱼地址三天内出售价值3573万美元的WBTC 一个鲸鱼地址再次出售价值1546万美元的WBTC。据 NS3 报道，该地址在过去三天内已累计出售3573万美元，目前仍持有约1.25亿美元的链上资产。,https://www.binance.com/zh-CN/square/post/324313620047777
94e29f7a7768e6bc,2026-05-18 09:55:18,,Kelp DAO 将停止支持 20 个跨链网络上的 rsETH 桥接 Kelp DAO 宣布将于 6 月 15 日起停止支持 20 个跨链网络上的 rsETH 桥接。据 NS3 报道，Kelp DAO 建议用户在截止日期前将 rsETH 转移到以太坊主网，逾期桥接将每个地址收取 100 USDC 的费用。,https://www.binance.com/zh-CN/square/post/324313573482753
dfe9aab4db3be265,2026-05-18 09:55:12,,ETH 利用率下降至90%以下，借贷利率降至1.9% Tom Wan 表示，在 rsETH LayerZero 桥接黑客事件后，ETH 利用率下降至90%以下，ETH 借贷利率降至1.9%。据 NS3 报道，wstETH 和 weETH 的存款分别减少约12亿美元和17.6亿美元，而循环杠杆的盈利能力再次转为正值。,https://www.binance.com/zh-CN/square/post/324313550552802
2dbb8f99ce9c5dae,2026-05-18 09:53:33,,韩国法院部分批准三星电子罢工禁令请求 据Odaily星球日报报道，韩联社消息称，韩国法院部分批准了三星电子针对工会拟举行罢工的禁令请求。韩国 KOSPI 指数转涨，扭转了此前 4.68%的跌幅。,https://www.binance.com/zh-CN/square/post/324313142114818
f49f1b200024c954,2026-05-18 09:44:03,,全球债市动荡，黄金失守4500美元 30年期美债收益率冲破5%的二十年高位后，抛售恐慌周一继续蔓延。10年期日债收益率飙至2.8%，创30年新高；韩股盘中大跌触发熔断；黄金失守4500美元。据Odaily星球日报报道，投资者表示，只要中东对峙局势继续阻断石油流经至关重要的霍尔木兹海峡，债券所承受的压力就将持续存在。摩根大通资产管理公司的投资组合经理普丽娅·米斯拉表示：“这一价格走势令人担忧，原因有二：长期利率在全球范围内上升，它们往往会相互影响，而美联储加息的前景正进入市场叙事。”,https://www.binance.com/zh-CN/square/post/324310809477202
88bc84f70fc22e71,2026-05-18 09:43:51,,Verus 被盗原因或与伪造 Merkle 证明有关 据Odaily星球日报报道，慢雾余弦在 X 平台发文表示，Verus 被盗原因可能是攻击者构造了一个伪造的 Merkle 证明，通过了 Verus 以太坊桥（未开源）的验证，提走了其中资金（ETH/tBTC/USDC）。具体细节需要再验证。,https://www.binance.com/zh-CN/square/post/324310758773538
0f7de2b957ace209,2026-05-18 09:43:41,,贝恩资本亚洲基金 VI 完成 105 亿美元募资 贝恩资本于 5 月 18 日宣布，旗下第六支亚洲基金已完成最终募集，总规模达 105 亿美元，其中约 91 亿美元来自外部投资者，超出此前 70 亿美元的募资目标。据Odaily星球日报报道，贝恩资本合伙人、亚洲私募股权业务负责人杉本勇次表示，仍然看好亚洲市场的广阔机遇，并将加码人才建设、技术赋能及平台综合能力升级，以稳健审慎的节奏实现业务规模发展。目前，贝恩资本重点布局科技、工业、消费、医疗健康以及商业与金融服务等领域。,https://www.binance.com/zh-CN/square/post/324310717181090
261f17234225bca3,2026-05-18 09:38:50,,"专家：美联储需跟上债市步伐以控制借贷成本 据金十数据报道，亚德尼研究公司总裁兼首席投资策略师Ed Yardeni表示，随着投资者日益担忧通胀，美联储需要跟上债券市场的步伐，否则可能面临失去对借贷成本控制的风险。他指出，当前市场环境已不再适合宽松立场，美联储应在6月会议上取消其宽松倾向。

Yardeni表示，如果美联储未能取消这一倾向，投资者将得出结论，认为美联储正落后于通胀曲线，并将要求更高的通胀风险溢价。他预计美联储将在6月会议上维持利率不变，并转向紧缩政策立场。Yardeni补充道，当前的经济背景已不再为宽松倾向、更不用说降息提供理由。相反，他认为，一个比市场预期更为鹰派的沃什，实际上可能通过帮助抑制长期国债收益率而对特朗普有利。",https://www.binance.com/zh-CN/square/post/324309525453121
0997f0bce2c35337,2026-05-18 09:36:43,,Bitcoin ETF 自5月13日以来净流出超10亿美元 10x Research 表示，自5月13日美国CPI发布以来，Bitcoin ETF 累计净流出超过10亿美元。据 NS3 报道，该公司的市场情绪指标从87%下降至45%。,https://www.binance.com/zh-CN/square/post/324309007122385
172339eca7a9973d,2026-05-18 09:32:00,,股票市场 | 港股汽车股盘初快速下挫，理想汽车跌超8% 港股汽车股盘初快速下挫，理想汽车(02015.HK)、零跑汽车(09863.HK)跌超8%，蔚来-SW(09866.HK)跌超3%，比亚迪股份(01211.HK)、长城汽车(02333.HK)等跟跌。,https://www.binance.com/zh-CN/square/post/324307845469938
d770ae965c0912fe,2026-05-18 09:28:21,,Vitalik Buterin：仅存储 Merkle 根无法解决以太坊状态存储问题 Vitalik Buterin 表示，仅在链上存储 Merkle 根无法完全解决以太坊的状态存储问题，因为验证数据仍需存储和更新。据 NS3 报道，Buterin 指出，验证数据最终可能接近完整状态的大小，而 marilyn100x.eth 则表示，EIP-8037 将提高创建新合约、账户和存储槽的成本。,https://www.binance.com/zh-CN/square/post/324306951058209
4e714d8da6c975ad,2026-05-18 09:23:23,,股票市场 | 零跑汽车开盘下跌3.23%，净亏损扩大至3.9亿元 据金十数据报道，港股零跑汽车(09863.HK)开盘下跌3.23%。公司2026年第一季度净亏损3.9亿元人民币，同比亏损增加主要由于毛利总额的下降及费用开支的增加。,https://www.binance.com/zh-CN/square/post/324305730426226
3c4787a3b31180ca,2026-05-18 09:22:09,,股票市场 | 港股开盘恒指下跌0.48%，翼菲科技首日大涨79.18% 港股开盘，恒生指数下跌0.48%，科技指数下跌0.88%。新股翼菲科技(06871.HK)上市首日开盘上涨79.18%。据金十数据报道，公司在公开发售阶段获得近15000倍认购，每股定价30.5港元，暗盘收涨近80%。,https://www.binance.com/zh-CN/square/post/324305426120770
6510f6b54b9d3de4,2026-05-18 09:15:33,,智能资金地址两天内购入5283.61枚ETH 一个智能资金地址在过去两天内以1148万美元购入5283.61枚ETH。据NS3报道，平均成本为2172.7美元，目前该头寸显示未实现亏损32万美元。,https://www.binance.com/zh-CN/square/post/324303803641378
884c1f1fa7dd9e7d,2026-05-18 09:04:11,,AI趋势 | Vitalik在a16z播客谈AI时代人类主动性与Ethereum新定位 以太坊联合创始人Vitalik Buterin在a16z播客中讨论了AI时代的人类主动性与Ethereum的新定位。据PANews报道，Vitalik提出了“庇护所技术”的概念，以保留隐私与主权，并分享了反常识观点和实操建议。,https://www.binance.com/zh-CN/square/post/324301010957602
2052530a4c6392b1,2026-05-18 09:03:42,,Verus以太坊跨链桥遭攻击，损失约1158万美元 据Odaily星球日报报道，Blockaid在X平台发文称，其漏洞检测系统发现Verus以太坊跨链桥遭受攻击，目前已造成约1158万美元损失。,https://www.binance.com/zh-CN/square/post/324300893224977
897c5da473f6a20c,2026-05-18 09:00:27,,贵金属 | 现货黄金跌破每盎司4500美元 现货黄金价格下跌0.85%，跌破每盎司4500美元。据 NS3 报道，这是自3月底以来首次跌破该水平。,https://www.binance.com/zh-CN/square/post/324300094345714
5605c5f8566c8b50,2026-05-18 09:00:18,,XRP价格面临突破或下跌可能性 XRP在经历数月的1.3至1.4美元区间交易后，进入技术整合阶段。据NS3报道，支撑与阻力之间的价格压缩表明，未来几周可能出现突破或下跌。,https://www.binance.com/zh-CN/square/post/324300056182737
30dc17861c067568,2026-05-18 08:53:44,,"地缘政治 | 伊朗拟对海底电缆收费，专家警告或引发数字灾难 伊朗计划对穿行霍尔木兹海峡的海底电缆收费，否则可能“断网”。据Odaily星球日报报道，谷歌、微软、元宇宙、亚马逊等公司被点名。专家警告，一旦实施，将引发波及欧、亚、非的“级联式数字灾难”。

伊朗正将关注点从石油运输扩展至海底通信电缆，这些电缆承担着欧洲、亚洲与中东之间大多数互联网与金融数据的传输任务。德黑兰讨论向使用这些电缆的跨国科技企业收费，并暗示若拒绝配合，数据传输可能面临干扰风险。",https://www.binance.com/zh-CN/square/post/324298442895041
99216009f1e7bc07,2026-05-18 08:53:37,,Vitalik Buterin：以太坊状态存储面临挑战 据Odaily星球日报报道，以太坊联合创始人Vitalik Buterin在X平台回应状态存储问题时表示，当前状态证明方案的核心问题在于，需要存储并持续更新用于验证证明的数据，而这些数据规模最终几乎与整个链上状态一样庞大。虽然已有一些可行解决方案，但都包含大量复杂组件，并且相较当前以太坊架构需要作出不同程度的权衡与取舍。,https://www.binance.com/zh-CN/square/post/324298414120097
4270cd5dde99c4f4,2026-05-18 08:45:33,,Bitcoin 面临显著抛售压力 Bitcoin 近期面临显著抛售压力，并与美国小盘股指数走势密切相关，进一步强化其风险资产特征。据 NS3 报道，Bitcoin 永续合约资金费率已转为负值，而不断上升的债券收益率可能在中期内将部分流动性从固定收益转回 Bitcoin。,https://www.binance.com/zh-CN/square/post/324296432213234
da3f5cd858708431,2026-05-18 08:43:33,,伊朗推出数字海上保险平台 Hormuz Safe 据 ChainCatcher 报道，伊朗推出国家支持的数字海上保险平台 Hormuz Safe，为通过波斯湾和霍尔木兹海峡的船舶提供海上保险，并以 Bitcoin 和其他加密货币结算。伊朗政府认为，若该平台能够占据波斯湾航运保险市场的可观份额，可能产生超过 100 亿美元的收入。Hormuz Safe 旨在绕过 SWIFT 网络和西方中介机构，减少伊朗对传统金融基础设施的依赖。该平台面临的最大障碍是国际认可问题，船东、贸易公司或港口管理机构若与该平台互动，可能触发二级制裁风险。,https://www.binance.com/zh-CN/square/post/324295940951297
0b8b42227dbd38ac,2026-05-18 08:39:44,,Claude Mythos 疑似出现在 Google Cloud 控制台 PANews在 X（原Twitter）表示，有用户发现 Claude Mythos 昨日起出现在 Google Cloud 控制台，预览标签同步消失。此前，Opus 4.7 也曾在正式发布前率先现身同一位置。Anthropic 官方尚未确认此事。,https://www.binance.com/zh-CN/square/post/324295001045074
c4001b910101108e,2026-05-18 08:33:47,,xAI或推新功能，用户可查看互动历史 据Odaily星球日报报道，xAI 官方创意大使 Dogan Ural 分享了一张 X 平台新功能的概念设计图。截图显示，用户未来或可查看过去 90 天内与任意账号的互动历史及综合互动评分，包括点赞、回复、转发次数等详细数据统计。加密 KOL AB Kuai.dong 指出，若该功能最终上线，加密项目方、交易所或将能够更精准地收集粉丝数据。,https://www.binance.com/zh-CN/square/post/324293541876818
7f12f08ffed48638,2026-05-18 08:31:48,,PYTH将于5月19日解锁21亿枚代币 Tokenomist数据显示，PYTH本周将进行最大规模的代币解锁，涉及21亿枚代币，价值9490万美元。据NS3报道，此次解锁占PYTH流通供应量的36.96%，计划于5月19日世界标准时间下午1点进行。,https://www.binance.com/zh-CN/square/post/324293051835442
37133b8b0ab5e91d,2026-05-18 08:31:38,,韩国交易所因KOSPI指数下跌超5%启动卖方侧车机制 韩国交易所因KOSPI指数下跌超过5%而启动了卖方侧车机制。据NS3报道，此举旨在稳定市场，防止进一步的市场波动。,https://www.binance.com/zh-CN/square/post/324293012581233
696873834a9b5dbb,2026-05-18 08:31:32,,CoinMarketCap恐惧与贪婪指数维持中立 CoinMarketCap的恐惧与贪婪指数为40，保持在中立区域。据NS3报道，该指数用于追踪加密市场情绪。,https://www.binance.com/zh-CN/square/post/324292985682033
abe0782c64c4bd1d,2026-05-18 08:31:15,,特朗普警告伊朗谈判时间有限 美国总统唐纳德·特朗普警告称，伊朗谈判的时间正在耗尽，并暗示如果伊朗不提供更好的协议，可能会采取更强硬的攻击。特朗普表示，他仍希望达成和平协议。据 NS3 报道，在伊朗拒绝美国的多项要求并未在核计划上做出让步后，军事行动正在重新考虑。,https://www.binance.com/zh-CN/square/post/324292916944226
